id_student,code_module,code_presentation,dataplus,dualpane,externalquiz,folder,forumng,glossary,homepage,htmlactivity,oucollaborate,oucontent,ouelluminate,ouwiki,page,questionnaire,quiz,repeatactivity,resource,sharedsubpage,subpage,url,final_result
28897,FFF,2014B,27.0,2.0,0.0,1.0,175.0,4.0,514.0,0.0,0.0,1796.0,0.0,36.0,16.0,33.0,409.0,0.0,41.0,0.0,256.0,57.0,Distinction
28952,CCC,2014J,0.0,0.0,0.0,0.0,6.0,0.0,21.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,59.0,0.0,2.0,0.0,12.0,3.0,Withdrawn
29144,BBB,2013B,0.0,0.0,0.0,0.0,436.0,2.0,556.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,78.0,0.0,358.0,0.0,442.0,39.0,Fail
29335,FFF,2013J,26.0,12.0,0.0,2.0,1726.0,0.0,1637.0,0.0,1.0,3050.0,0.0,52.0,22.0,21.0,1538.0,0.0,44.0,0.0,649.0,60.0,Distinction
29411,CCC,2014J,0.0,0.0,0.0,0.0,3.0,0.0,43.0,0.0,1.0,13.0,0.0,0.0,0.0,0.0,226.0,0.0,9.0,0.0,30.0,4.0,Withdrawn
29411,DDD,2013J,0.0,0.0,24.0,0.0,169.0,4.0,211.0,0.0,1.0,54.0,0.0,74.0,0.0,0.0,0.0,0.0,87.0,0.0,193.0,24.0,Pass
29420,CCC,2014J,0.0,0.0,0.0,0.0,124.0,0.0,155.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,365.0,0.0,54.0,0.0,103.0,8.0,Pass
29639,CCC,2014J,0.0,0.0,0.0,0.0,2332.0,0.0,898.0,0.0,9.0,486.0,0.0,0.0,3.0,0.0,3033.0,0.0,96.0,0.0,121.0,8.0,Pass
29639,EEE,2014B,0.0,1.0,0.0,0.0,1183.0,0.0,577.0,0.0,19.0,829.0,0.0,463.0,0.0,0.0,177.0,0.0,13.0,0.0,9.0,246.0,Pass
29764,CCC,2014B,0.0,0.0,0.0,0.0,21.0,0.0,224.0,0.0,0.0,92.0,0.0,0.0,11.0,0.0,2135.0,0.0,88.0,0.0,288.0,8.0,Distinction
29769,FFF,2013J,0.0,0.0,0.0,0.0,132.0,0.0,224.0,0.0,0.0,764.0,0.0,16.0,22.0,10.0,266.0,0.0,31.0,0.0,135.0,8.0,Fail
29820,CCC,2014B,0.0,0.0,0.0,0.0,173.0,0.0,234.0,0.0,0.0,12.0,0.0,0.0,1.0,0.0,328.0,0.0,156.0,0.0,116.0,7.0,Pass
29820,EEE,2014B,0.0,0.0,0.0,0.0,295.0,0.0,272.0,0.0,4.0,380.0,0.0,203.0,0.0,0.0,128.0,0.0,53.0,0.0,97.0,43.0,Pass
29985,GGG,2014B,0.0,0.0,0.0,0.0,96.0,0.0,125.0,0.0,0.0,326.0,0.0,0.0,0.0,0.0,164.0,0.0,19.0,0.0,30.0,0.0,Pass
30091,BBB,2013J,0.0,0.0,0.0,0.0,853.0,0.0,229.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,75.0,0.0,36.0,0.0,44.0,65.0,Pass
30096,CCC,2014J,0.0,0.0,0.0,0.0,1.0,0.0,119.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,428.0,0.0,82.0,0.0,69.0,3.0,Distinction
30268,AAA,2013J,0.0,0.0,0.0,0.0,126.0,0.0,59.0,0.0,0.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,22.0,4.0,Withdrawn
30531,FFF,2014B,0.0,0.0,0.0,0.0,355.0,0.0,234.0,0.0,0.0,366.0,0.0,13.0,10.0,3.0,427.0,0.0,10.0,0.0,118.0,12.0,Fail
30549,DDD,2013J,0.0,0.0,2.0,0.0,7.0,0.0,58.0,0.0,2.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,33.0,0.0,Fail
30850,CCC,2014J,0.0,0.0,0.0,0.0,310.0,0.0,441.0,0.0,2.0,72.0,0.0,0.0,1.0,0.0,1261.0,0.0,44.0,0.0,123.0,4.0,Distinction
31014,BBB,2013J,0.0,0.0,0.0,0.0,343.0,0.0,130.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,30.0,0.0,8.0,0.0,11.0,4.0,Withdrawn
31107,GGG,2014B,0.0,0.0,0.0,0.0,1974.0,10.0,925.0,0.0,0.0,733.0,0.0,0.0,0.0,0.0,137.0,0.0,34.0,0.0,60.0,0.0,Pass
31161,CCC,2014J,0.0,0.0,0.0,0.0,182.0,0.0,922.0,0.0,3.0,132.0,0.0,0.0,1.0,0.0,1180.0,0.0,98.0,0.0,327.0,87.0,Distinction
31173,DDD,2013J,0.0,0.0,7.0,0.0,162.0,0.0,212.0,0.0,6.0,228.0,0.0,110.0,0.0,0.0,0.0,0.0,44.0,0.0,87.0,2.0,Fail
31205,GGG,2014J,0.0,0.0,0.0,0.0,127.0,2.0,120.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,23.0,0.0,27.0,0.0,20.0,0.0,Fail
31269,DDD,2013J,0.0,0.0,3.0,0.0,105.0,0.0,75.0,0.0,6.0,20.0,0.0,7.0,0.0,0.0,0.0,0.0,22.0,0.0,49.0,13.0,Withdrawn
31269,DDD,2014B,0.0,0.0,0.0,0.0,154.0,0.0,122.0,0.0,8.0,81.0,0.0,33.0,0.0,0.0,0.0,0.0,38.0,0.0,113.0,10.0,Withdrawn
31296,FFF,2014J,0.0,0.0,0.0,0.0,11.0,0.0,118.0,0.0,0.0,397.0,0.0,2.0,0.0,0.0,554.0,0.0,11.0,0.0,165.0,22.0,Fail
31600,AAA,2014J,0.0,0.0,0.0,0.0,226.0,0.0,67.0,0.0,0.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,27.0,2.0,Pass
31604,AAA,2013J,2.0,0.0,0.0,0.0,634.0,1.0,432.0,0.0,0.0,836.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,144.0,90.0,Pass
31663,BBB,2013B,0.0,0.0,0.0,0.0,3961.0,3.0,1341.0,0.0,0.0,1.0,11.0,0.0,0.0,0.0,69.0,0.0,230.0,0.0,234.0,56.0,Pass
31849,BBB,2013J,0.0,0.0,0.0,0.0,651.0,0.0,336.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,64.0,0.0,20.0,0.0,64.0,12.0,Pass
32221,FFF,2013J,0.0,3.0,0.0,0.0,123.0,0.0,194.0,0.0,0.0,535.0,0.0,30.0,10.0,3.0,107.0,0.0,15.0,0.0,107.0,6.0,Fail
32239,GGG,2013J,0.0,0.0,0.0,0.0,140.0,0.0,181.0,0.0,0.0,178.0,0.0,0.0,0.0,0.0,88.0,0.0,18.0,0.0,15.0,0.0,Pass
32327,BBB,2014J,0.0,0.0,0.0,0.0,351.0,2.0,124.0,0.0,8.0,125.0,0.0,0.0,0.0,0.0,55.0,0.0,21.0,0.0,12.0,1.0,Withdrawn
32885,AAA,2013J,0.0,0.0,0.0,0.0,194.0,4.0,204.0,0.0,0.0,494.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,79.0,14.0,Pass
32930,BBB,2014J,0.0,0.0,0.0,0.0,0.0,0.0,96.0,0.0,0.0,151.0,0.0,0.0,0.0,0.0,152.0,0.0,21.0,0.0,16.0,2.0,Pass
33387,DDD,2013J,0.0,0.0,1.0,0.0,23.0,0.0,63.0,0.0,0.0,98.0,0.0,18.0,0.0,0.0,0.0,0.0,16.0,0.0,27.0,2.0,Withdrawn
33600,FFF,2013J,0.0,0.0,0.0,0.0,44.0,0.0,171.0,0.0,0.0,82.0,0.0,2.0,8.0,0.0,40.0,0.0,11.0,0.0,113.0,10.0,Withdrawn
33666,BBB,2013B,0.0,0.0,0.0,0.0,983.0,0.0,161.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,15.0,0.0,4.0,0.0,31.0,12.0,Withdrawn
33681,DDD,2013J,0.0,0.0,9.0,0.0,33.0,0.0,107.0,0.0,1.0,126.0,0.0,10.0,0.0,0.0,0.0,0.0,44.0,0.0,93.0,11.0,Withdrawn
33681,DDD,2014J,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,Fail
33796,DDD,2014J,0.0,0.0,2.0,0.0,70.0,0.0,85.0,0.0,0.0,67.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,90.0,3.0,Pass
33897,DDD,2013J,0.0,0.0,1.0,0.0,33.0,0.0,35.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,115.0,5.0,Withdrawn
33915,FFF,2013B,38.0,8.0,0.0,0.0,452.0,0.0,574.0,0.0,0.0,1590.0,42.0,54.0,15.0,26.0,848.0,0.0,44.0,0.0,380.0,50.0,Distinction
33930,DDD,2013J,0.0,0.0,6.0,0.0,143.0,0.0,199.0,0.0,6.0,43.0,0.0,70.0,0.0,0.0,0.0,0.0,22.0,0.0,48.0,7.0,Pass
34068,CCC,2014J,0.0,0.0,0.0,0.0,44.0,0.0,116.0,0.0,0.0,76.0,0.0,0.0,0.0,0.0,322.0,0.0,10.0,0.0,44.0,1.0,Withdrawn
34087,DDD,2013J,0.0,0.0,1.0,0.0,65.0,0.0,96.0,0.0,0.0,41.0,0.0,15.0,0.0,0.0,0.0,0.0,14.0,0.0,51.0,11.0,Withdrawn
34087,DDD,2014J,0.0,0.0,0.0,0.0,44.0,0.0,48.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,16.0,7.0,Fail
34229,BBB,2013B,0.0,0.0,0.0,0.0,274.0,26.0,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,47.0,0.0,101.0,18.0,Pass
34293,FFF,2014B,0.0,0.0,0.0,0.0,178.0,0.0,79.0,0.0,7.0,504.0,0.0,40.0,5.0,3.0,34.0,0.0,6.0,0.0,60.0,5.0,Withdrawn
34353,BBB,2013B,0.0,0.0,0.0,0.0,210.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,0.0,9.0,0.0,22.0,1.0,Fail
34431,BBB,2013B,0.0,0.0,0.0,0.0,104.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0,1.0,0.0,8.0,9.0,Withdrawn
34653,DDD,2013J,0.0,0.0,3.0,0.0,36.0,0.0,39.0,0.0,0.0,45.0,0.0,5.0,0.0,0.0,0.0,0.0,18.0,0.0,64.0,3.0,Fail
34662,BBB,2014J,0.0,0.0,0.0,0.0,14.0,0.0,109.0,0.0,2.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,9.0,2.0,Withdrawn
34731,FFF,2013J,0.0,0.0,0.0,0.0,81.0,0.0,94.0,0.0,0.0,244.0,0.0,8.0,1.0,0.0,160.0,0.0,21.0,0.0,71.0,1.0,Withdrawn
34756,BBB,2013B,0.0,0.0,0.0,0.0,59.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,7.0,0.0,11.0,6.0,Withdrawn
34863,BBB,2013B,0.0,0.0,0.0,0.0,37.0,0.0,63.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,64.0,0.0,8.0,0.0,19.0,6.0,Pass
35001,GGG,2013J,0.0,0.0,0.0,0.0,3.0,0.0,24.0,0.0,0.0,36.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,10.0,0.0,Fail
35340,EEE,2014B,0.0,0.0,0.0,0.0,211.0,0.0,357.0,0.0,0.0,734.0,0.0,247.0,0.0,0.0,122.0,0.0,14.0,0.0,100.0,27.0,Pass
35355,CCC,2014J,0.0,0.0,0.0,0.0,157.0,0.0,135.0,0.0,1.0,464.0,0.0,0.0,0.0,0.0,289.0,0.0,10.0,0.0,58.0,2.0,Withdrawn
35355,EEE,2013J,0.0,8.0,0.0,0.0,414.0,0.0,196.0,0.0,0.0,1102.0,0.0,327.0,0.0,0.0,150.0,0.0,7.0,0.0,12.0,26.0,Pass
35502,DDD,2014B,0.0,0.0,4.0,0.0,23.0,0.0,169.0,0.0,3.0,59.0,0.0,29.0,0.0,0.0,0.0,0.0,55.0,0.0,180.0,23.0,Withdrawn
35508,CCC,2014J,0.0,0.0,0.0,0.0,277.0,0.0,197.0,0.0,1.0,116.0,0.0,0.0,2.0,0.0,363.0,0.0,89.0,0.0,95.0,2.0,Pass
35508,EEE,2014B,0.0,0.0,0.0,0.0,539.0,0.0,396.0,0.0,9.0,804.0,0.0,277.0,0.0,0.0,157.0,0.0,5.0,0.0,13.0,70.0,Distinction
35544,FFF,2013B,6.0,11.0,0.0,0.0,189.0,0.0,205.0,0.0,0.0,943.0,0.0,19.0,9.0,18.0,460.0,0.0,24.0,0.0,198.0,25.0,Pass
35747,FFF,2014J,0.0,0.0,0.0,0.0,205.0,0.0,97.0,5.0,1.0,210.0,0.0,12.0,0.0,5.0,4.0,0.0,12.0,0.0,83.0,19.0,Withdrawn
35796,FFF,2014J,0.0,0.0,0.0,0.0,113.0,0.0,118.0,4.0,0.0,209.0,0.0,0.0,2.0,0.0,42.0,0.0,8.0,0.0,92.0,14.0,Fail
35812,BBB,2013B,0.0,0.0,0.0,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,Fail
35860,FFF,2013B,18.0,8.0,0.0,0.0,114.0,0.0,208.0,0.0,0.0,1070.0,0.0,18.0,10.0,18.0,536.0,0.0,25.0,0.0,165.0,25.0,Pass
36347,FFF,2014B,0.0,0.0,0.0,2.0,26.0,0.0,420.0,0.0,0.0,848.0,0.0,15.0,1.0,3.0,627.0,0.0,33.0,0.0,180.0,6.0,Pass
36385,FFF,2013B,0.0,0.0,0.0,0.0,691.0,0.0,210.0,0.0,0.0,79.0,4.0,0.0,7.0,0.0,286.0,0.0,13.0,0.0,54.0,11.0,Withdrawn
37298,FFF,2013B,0.0,0.0,0.0,0.0,160.0,0.0,248.0,0.0,0.0,797.0,7.0,5.0,4.0,4.0,662.0,0.0,38.0,0.0,150.0,22.0,Pass
37622,BBB,2013J,0.0,0.0,0.0,0.0,184.0,0.0,124.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,58.0,0.0,24.0,0.0,44.0,16.0,Pass
37652,CCC,2014J,0.0,0.0,0.0,0.0,21.0,0.0,174.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,491.0,0.0,66.0,0.0,106.0,18.0,Distinction
38053,AAA,2013J,7.0,0.0,0.0,0.0,875.0,4.0,512.0,0.0,0.0,900.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,91.0,45.0,Pass
38234,BBB,2013J,0.0,0.0,0.0,0.0,18.0,0.0,7.0,0.0,1.0,19.0,0.0,0.0,0.0,0.0,36.0,0.0,2.0,0.0,8.0,3.0,Fail
38711,BBB,2014J,0.0,0.0,0.0,0.0,4.0,1.0,39.0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,58.0,0.0,7.0,0.0,6.0,4.0,Withdrawn
39208,BBB,2014J,0.0,0.0,0.0,0.0,461.0,20.0,490.0,0.0,4.0,738.0,0.0,0.0,0.0,5.0,148.0,0.0,71.0,0.0,122.0,8.0,Pass
39411,DDD,2013J,0.0,0.0,2.0,0.0,44.0,0.0,44.0,0.0,1.0,46.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,2.0,Fail
39427,DDD,2013J,0.0,0.0,0.0,0.0,5.0,0.0,29.0,0.0,1.0,21.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,26.0,6.0,Withdrawn
39655,BBB,2013B,0.0,0.0,0.0,0.0,152.0,0.0,129.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,92.0,0.0,15.0,0.0,28.0,14.0,Distinction
39660,DDD,2014B,0.0,0.0,6.0,0.0,124.0,0.0,220.0,0.0,5.0,113.0,0.0,25.0,0.0,0.0,0.0,0.0,26.0,0.0,100.0,11.0,Fail
39882,FFF,2014B,0.0,0.0,0.0,3.0,57.0,10.0,213.0,0.0,0.0,679.0,0.0,6.0,3.0,0.0,600.0,0.0,14.0,0.0,174.0,2.0,Pass
40184,DDD,2013J,0.0,0.0,36.0,0.0,511.0,1.0,485.0,0.0,2.0,47.0,0.0,291.0,0.0,0.0,0.0,0.0,83.0,0.0,390.0,30.0,Distinction
40333,CCC,2014B,0.0,0.0,0.0,0.0,10.0,0.0,53.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,27.0,0.0,24.0,0.0,46.0,7.0,Withdrawn
40419,DDD,2013B,0.0,0.0,1.0,0.0,56.0,0.0,29.0,0.0,0.0,9.0,6.0,7.0,2.0,0.0,0.0,0.0,3.0,0.0,20.0,11.0,Withdrawn
40419,DDD,2013J,0.0,0.0,6.0,0.0,184.0,0.0,114.0,0.0,0.0,82.0,0.0,43.0,0.0,0.0,0.0,0.0,41.0,0.0,86.0,4.0,Pass
40508,EEE,2013J,0.0,0.0,0.0,0.0,30.0,0.0,24.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,2.0,0.0,Withdrawn
40563,DDD,2013J,0.0,0.0,2.0,0.0,163.0,0.0,121.0,0.0,4.0,57.0,0.0,59.0,0.0,0.0,0.0,0.0,21.0,0.0,136.0,21.0,Pass
40604,CCC,2014B,0.0,0.0,0.0,0.0,14.0,0.0,133.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,178.0,0.0,30.0,0.0,73.0,5.0,Pass
40857,FFF,2014J,0.0,0.0,0.0,0.0,38.0,0.0,84.0,6.0,0.0,61.0,0.0,2.0,2.0,0.0,11.0,0.0,8.0,0.0,79.0,13.0,Withdrawn
40878,FFF,2014J,6.0,0.0,0.0,0.0,279.0,0.0,331.0,4.0,5.0,954.0,0.0,36.0,11.0,12.0,555.0,0.0,22.0,0.0,204.0,36.0,Distinction
41060,DDD,2013B,0.0,0.0,15.0,0.0,28.0,0.0,80.0,0.0,0.0,116.0,5.0,13.0,0.0,0.0,0.0,0.0,24.0,0.0,124.0,6.0,Fail
41414,GGG,2014B,0.0,0.0,0.0,0.0,111.0,4.0,212.0,0.0,0.0,411.0,0.0,0.0,0.0,0.0,133.0,0.0,54.0,0.0,40.0,0.0,Pass
41489,FFF,2014B,0.0,0.0,0.0,0.0,8.0,0.0,16.0,0.0,0.0,15.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,Fail
41547,BBB,2014J,0.0,0.0,0.0,0.0,112.0,1.0,178.0,0.0,1.0,499.0,0.0,0.0,0.0,11.0,151.0,0.0,31.0,0.0,23.0,0.0,Pass
42552,FFF,2014J,7.0,1.0,0.0,0.0,543.0,19.0,908.0,11.0,22.0,1592.0,0.0,62.0,8.0,17.0,1301.0,0.0,74.0,0.0,446.0,68.0,Pass
42616,FFF,2013J,8.0,5.0,0.0,2.0,1417.0,0.0,790.0,0.0,0.0,873.0,0.0,41.0,10.0,25.0,616.0,0.0,24.0,0.0,253.0,29.0,Pass
42638,CCC,2014B,0.0,0.0,0.0,0.0,1524.0,0.0,1179.0,0.0,2.0,932.0,0.0,0.0,3.0,0.0,1410.0,0.0,234.0,0.0,328.0,47.0,Pass
42638,EEE,2013J,0.0,12.0,0.0,0.0,1831.0,0.0,1178.0,0.0,3.0,2281.0,0.0,381.0,0.0,0.0,209.0,0.0,64.0,0.0,153.0,74.0,Pass
42668,FFF,2013B,1.0,1.0,0.0,0.0,285.0,0.0,392.0,0.0,0.0,1267.0,5.0,9.0,9.0,6.0,551.0,0.0,45.0,0.0,255.0,13.0,Pass
42746,CCC,2014J,0.0,0.0,0.0,0.0,714.0,0.0,500.0,0.0,5.0,238.0,0.0,0.0,0.0,0.0,694.0,0.0,70.0,0.0,150.0,32.0,Distinction
