id_student,code_module,code_presentation,id_assessment,prev_avg_score,prev_std_score,prev_min_score,prev_max_score,num_prev_quizzes,prev_avg_delay,trend,actual_score
30096,CCC,2014J,24294,91.66666666666667,2.5166114784235836,89.0,94.0,3,-12.0,-5.0,79.0
30531,FFF,2014B,34887,88.0,0.0,88.0,88.0,1,-3.0,0.0,86.0
30850,CCC,2014J,24292,100.0,0.0,100.0,100.0,1,-7.0,0.0,99.0
30850,CCC,2014J,24293,99.5,0.7071067811865476,99.0,100.0,2,-6.5,-1.0,100.0
30850,CCC,2014J,24294,99.66666666666667,0.5773502691896257,99.0,100.0,3,-5.333333333333333,0.0,99.0
31014,BBB,2013J,14997,85.0,0.0,85.0,85.0,1,-15.0,0.0,83.0
31014,BBB,2013J,14998,84.0,1.4142135623730951,83.0,85.0,2,-9.5,-2.0,82.0
31107,GGG,2014B,37426,76.0,0.0,76.0,76.0,1,-24.0,0.0,72.0
31107,GGG,2014B,37427,74.0,2.8284271247461903,72.0,76.0,2,-18.0,-4.0,75.0
31161,CCC,2014J,24292,92.0,0.0,92.0,92.0,1,-13.0,0.0,98.0
31161,CCC,2014J,24293,95.0,4.242640687119285,92.0,98.0,2,-12.0,6.0,97.0
31161,CCC,2014J,24294,95.66666666666667,3.214550253664318,92.0,98.0,3,-11.333333333333334,5.0,96.0
31173,DDD,2013J,25349,92.0,0.0,92.0,92.0,1,-2.0,0.0,54.0
31173,DDD,2013J,25350,73.0,26.870057685088806,54.0,92.0,2,-1.0,-38.0,57.0
31173,DDD,2013J,25351,67.66666666666667,21.1266025033211,54.0,92.0,3,-0.6666666666666666,-35.0,22.0
31173,DDD,2013J,25352,56.25,28.616720054308576,22.0,92.0,4,-0.5,-70.0,52.0
31173,DDD,2013J,25353,55.4,24.85558287387363,22.0,92.0,5,-0.4,-40.0,47.0
31205,GGG,2014J,37436,80.0,0.0,80.0,80.0,1,-15.0,0.0,82.0
31269,DDD,2014B,25356,45.0,0.0,45.0,45.0,1,0.0,0.0,67.0
31296,FFF,2014J,34900,78.0,0.0,78.0,78.0,1,0.0,0.0,40.0
31296,FFF,2014J,34901,59.0,26.870057685088806,40.0,78.0,2,3.0,-38.0,38.0
31296,FFF,2014J,34902,52.0,22.538855339169288,38.0,78.0,3,3.0,-40.0,43.0
31296,FFF,2014J,34903,49.75,18.945096111307187,38.0,78.0,4,3.5,-35.0,69.0
31600,AAA,2014J,1759,47.0,0.0,47.0,47.0,1,5.0,0.0,52.0
31600,AAA,2014J,1760,49.5,3.5355339059327378,47.0,52.0,2,2.0,5.0,57.0
31600,AAA,2014J,1761,52.0,5.0,47.0,57.0,3,2.6666666666666665,10.0,64.0
31600,AAA,2014J,1762,55.0,7.2571803523590805,47.0,64.0,4,3.25,17.0,54.0
31604,AAA,2013J,1753,72.0,0.0,72.0,72.0,1,-2.0,0.0,71.0
31604,AAA,2013J,1754,71.5,0.7071067811865476,71.0,72.0,2,-2.5,-1.0,74.0
31604,AAA,2013J,1755,72.33333333333333,1.5275252316519468,71.0,74.0,3,-2.3333333333333335,2.0,88.0
31604,AAA,2013J,1756,76.25,7.932002689527196,71.0,88.0,4,-2.0,16.0,75.0
31663,BBB,2013B,14985,88.0,0.0,88.0,88.0,1,-1.0,0.0,80.0
31663,BBB,2013B,14986,84.0,5.656854249492381,80.0,88.0,2,-1.0,-8.0,85.0
31663,BBB,2013B,14987,84.33333333333333,4.041451884327381,80.0,88.0,3,-0.6666666666666666,-3.0,54.0
31663,BBB,2013B,14988,76.75,15.521490478258416,54.0,88.0,4,0.25,-34.0,15.0
31663,BBB,2013B,14989,64.4,30.713189349203056,15.0,88.0,5,0.2,-73.0,70.0
31849,BBB,2013J,14997,81.0,0.0,81.0,81.0,1,-4.0,0.0,70.0
31849,BBB,2013J,14998,75.5,7.7781745930520225,70.0,81.0,2,-0.5,-11.0,62.0
31849,BBB,2013J,14999,71.0,9.539392014169456,62.0,81.0,3,-1.6666666666666667,-19.0,63.0
31849,BBB,2013J,15000,69.0,8.755950357709132,62.0,81.0,4,-1.75,-18.0,65.0
31849,BBB,2013J,15001,68.2,7.791020472312981,62.0,81.0,5,-0.4,-16.0,77.0
32221,FFF,2013J,34874,94.0,0.0,94.0,94.0,1,-1.0,0.0,90.0
32221,FFF,2013J,34875,92.0,2.8284271247461903,90.0,94.0,2,-1.0,-4.0,88.0
32221,FFF,2013J,34876,90.66666666666667,3.055050463303893,88.0,94.0,3,-1.3333333333333333,-6.0,88.0
32239,GGG,2013J,37416,55.0,0.0,55.0,55.0,1,-10.0,0.0,55.0
32239,GGG,2013J,37417,55.0,0.0,55.0,55.0,2,-5.5,0.0,55.0
32327,BBB,2014J,15021,1.0,0.0,1.0,1.0,1,-1.0,0.0,61.0
32885,AAA,2013J,1753,69.0,0.0,69.0,69.0,1,7.0,0.0,30.0
32885,AAA,2013J,1754,49.5,27.577164466275352,30.0,69.0,2,14.0,-39.0,63.0
32885,AAA,2013J,1755,54.0,21.0,30.0,69.0,3,11.666666666666666,-6.0,35.0
32885,AAA,2013J,1756,49.25,19.60229578391266,30.0,69.0,4,12.5,-34.0,75.0
32930,BBB,2014J,15021,1.0,0.0,1.0,1.0,1,0.0,0.0,57.0
32930,BBB,2014J,15022,29.0,39.59797974644666,1.0,57.0,2,3.0,56.0,59.0
32930,BBB,2014J,15023,39.0,32.92415526630866,1.0,59.0,3,2.0,58.0,56.0
32930,BBB,2014J,15024,43.25,28.194266556636414,1.0,59.0,4,3.25,55.0,52.0
33387,DDD,2013J,25349,65.0,0.0,65.0,65.0,1,0.0,0.0,55.0
33387,DDD,2013J,25350,60.0,7.0710678118654755,55.0,65.0,2,0.0,-10.0,57.0
33666,BBB,2013B,14985,58.0,0.0,58.0,58.0,1,-1.0,0.0,78.0
33666,BBB,2013B,14986,68.0,14.142135623730951,58.0,78.0,2,-0.5,20.0,0.0
33681,DDD,2013J,25349,94.0,0.0,94.0,94.0,1,0.0,0.0,73.0
33681,DDD,2013J,25350,83.5,14.849242404917497,73.0,94.0,2,0.0,-21.0,63.0
33796,DDD,2014J,25363,75.0,0.0,75.0,75.0,1,-1.0,0.0,70.0
33796,DDD,2014J,25364,72.5,3.5355339059327378,70.0,75.0,2,-1.0,-5.0,63.0
33796,DDD,2014J,25365,69.33333333333333,6.027713773341707,63.0,75.0,3,-1.0,-12.0,83.0
33796,DDD,2014J,25366,72.75,8.421203397773187,63.0,83.0,4,-0.75,8.0,59.0
33796,DDD,2014J,25367,70.0,9.539392014169456,59.0,83.0,5,-0.8,-16.0,52.0
33915,FFF,2013B,34861,86.0,0.0,86.0,86.0,1,-2.0,0.0,94.0
33915,FFF,2013B,34862,90.0,5.656854249492381,86.0,94.0,2,-1.5,8.0,93.0
33915,FFF,2013B,34863,91.0,4.358898943540674,86.0,94.0,3,-1.6666666666666667,7.0,100.0
33915,FFF,2013B,34864,93.25,5.737304826019502,86.0,100.0,4,-1.25,14.0,100.0
33930,DDD,2013J,25349,78.0,0.0,78.0,78.0,1,-3.0,0.0,83.0
33930,DDD,2013J,25350,80.5,3.5355339059327378,78.0,83.0,2,-2.5,5.0,88.0
33930,DDD,2013J,25351,83.0,5.0,78.0,88.0,3,-1.6666666666666667,10.0,86.0
33930,DDD,2013J,25352,83.75,4.349329450233296,78.0,88.0,4,-1.5,8.0,86.0
34087,DDD,2013J,25349,88.0,0.0,88.0,88.0,1,4.0,0.0,83.0
34087,DDD,2013J,25350,85.5,3.5355339059327378,83.0,88.0,2,2.0,-5.0,83.0
34229,BBB,2013B,14985,73.0,0.0,73.0,73.0,1,0.0,0.0,83.0
34229,BBB,2013B,14986,78.0,7.0710678118654755,73.0,83.0,2,6.0,10.0,72.0
34229,BBB,2013B,14988,76.0,6.082762530298219,72.0,83.0,3,9.0,-1.0,82.0
34229,BBB,2013B,14989,77.5,5.802298395176403,72.0,83.0,4,6.75,9.0,82.0
34293,FFF,2014B,34887,72.0,0.0,72.0,72.0,1,-5.0,0.0,76.0
34353,BBB,2013B,14985,95.0,0.0,95.0,95.0,1,-1.0,0.0,73.0
34353,BBB,2013B,14987,84.0,15.556349186104045,73.0,95.0,2,-0.5,-22.0,90.0
34353,BBB,2013B,14988,86.0,11.532562594670797,73.0,95.0,3,-0.3333333333333333,-5.0,75.0
34353,BBB,2013B,14989,83.25,10.90489186863706,73.0,95.0,4,-0.25,-20.0,73.0
34653,DDD,2013J,25350,50.0,0.0,50.0,50.0,1,-2.0,0.0,62.0
34653,DDD,2013J,25351,56.0,8.48528137423857,50.0,62.0,2,-1.0,12.0,35.0
34662,BBB,2014J,15021,1.0,0.0,1.0,1.0,1,-8.0,0.0,68.0
34731,FFF,2013J,34874,76.0,0.0,76.0,76.0,1,-1.0,0.0,72.0
34756,BBB,2013B,14985,71.0,0.0,71.0,71.0,1,2.0,0.0,51.0
34863,BBB,2013B,14985,64.0,0.0,64.0,64.0,1,1.0,0.0,40.0
34863,BBB,2013B,14986,52.0,16.97056274847714,40.0,64.0,2,0.5,-24.0,59.0
34863,BBB,2013B,14987,54.333333333333336,12.662279942148386,40.0,64.0,3,0.3333333333333333,-5.0,67.0
34863,BBB,2013B,14988,57.5,12.12435565298214,40.0,67.0,4,0.25,3.0,70.0
34863,BBB,2013B,14989,60.0,11.895377253370318,40.0,70.0,5,0.2,6.0,73.0
35001,GGG,2013J,37416,80.0,0.0,80.0,80.0,1,-1.0,0.0,70.0
35340,EEE,2014B,30715,93.0,0.0,93.0,93.0,1,0.0,0.0,81.0
35340,EEE,2014B,30716,87.0,8.48528137423857,81.0,93.0,2,0.0,-12.0,89.0
35340,EEE,2014B,30717,87.66666666666667,6.110100926607787,81.0,93.0,3,0.0,-4.0,56.0
35355,CCC,2014J,24292,72.0,0.0,72.0,72.0,1,-1.0,0.0,62.0
35355,EEE,2013J,30710,86.0,0.0,86.0,86.0,1,-5.0,0.0,86.0
35355,EEE,2013J,30711,86.0,0.0,86.0,86.0,2,-3.0,0.0,79.0
35355,EEE,2013J,30712,83.66666666666667,4.041451884327381,79.0,86.0,3,-2.6666666666666665,-7.0,83.0
35508,EEE,2014B,30715,99.0,0.0,99.0,99.0,1,-4.0,0.0,97.0
35508,EEE,2014B,30716,98.0,1.4142135623730951,97.0,99.0,2,-2.0,-2.0,90.0
35508,EEE,2014B,30717,95.33333333333333,4.725815626252608,90.0,99.0,3,-2.0,-9.0,88.0
35544,FFF,2013B,34861,94.0,0.0,94.0,94.0,1,-1.0,0.0,78.0
35544,FFF,2013B,34862,86.0,11.313708498984761,78.0,94.0,2,-1.0,-16.0,77.0
35544,FFF,2013B,34863,83.0,9.539392014169456,77.0,94.0,3,-0.6666666666666666,-17.0,92.0
35544,FFF,2013B,34864,85.25,8.99536917900909,77.0,94.0,4,-0.75,-2.0,76.0
35860,FFF,2013B,34861,86.0,0.0,86.0,86.0,1,-1.0,0.0,82.0
35860,FFF,2013B,34862,84.0,2.8284271247461903,82.0,86.0,2,-1.0,-4.0,73.0
36347,FFF,2014B,34887,84.0,0.0,84.0,84.0,1,-1.0,0.0,66.0
36347,FFF,2014B,34888,75.0,12.727922061357855,66.0,84.0,2,-0.5,-18.0,68.0
36347,FFF,2014B,34889,72.66666666666667,9.865765724632496,66.0,84.0,3,-0.3333333333333333,-16.0,73.0
36385,FFF,2013B,34861,84.0,0.0,84.0,84.0,1,-2.0,0.0,66.0
37298,FFF,2013B,34861,92.0,0.0,92.0,92.0,1,0.0,0.0,74.0
37298,FFF,2013B,34862,83.0,12.727922061357855,74.0,92.0,2,0.0,-18.0,93.0
37298,FFF,2013B,34863,86.33333333333333,10.692676621563628,74.0,93.0,3,1.6666666666666667,1.0,86.0
37622,BBB,2013J,14997,70.0,0.0,70.0,70.0,1,0.0,0.0,75.0
37622,BBB,2013J,14998,72.5,3.5355339059327378,70.0,75.0,2,0.0,5.0,70.0
37622,BBB,2013J,14999,71.66666666666667,2.8867513459481287,70.0,75.0,3,1.3333333333333333,0.0,62.0
37622,BBB,2013J,15000,69.25,5.377421934967226,62.0,75.0,4,2.5,-8.0,77.0
37622,BBB,2013J,15001,70.8,5.805170109479997,62.0,77.0,5,1.8,7.0,65.0
38053,AAA,2013J,1753,79.0,0.0,79.0,79.0,1,0.0,0.0,69.0
38053,AAA,2013J,1754,74.0,7.0710678118654755,69.0,79.0,2,5.0,-10.0,74.0
38053,AAA,2013J,1755,74.0,5.0,69.0,79.0,3,3.3333333333333335,-5.0,50.0
38053,AAA,2013J,1756,68.0,12.675435561221029,50.0,79.0,4,2.5,-29.0,68.0
38234,BBB,2013J,14997,70.0,0.0,70.0,70.0,1,-2.0,0.0,77.0
38234,BBB,2013J,14999,73.5,4.949747468305833,70.0,77.0,2,-1.0,7.0,73.0
38234,BBB,2013J,15000,73.33333333333333,3.511884584284246,70.0,77.0,3,-0.6666666666666666,3.0,64.0
38711,BBB,2014J,15021,1.0,0.0,1.0,1.0,1,0.0,0.0,54.0
38711,BBB,2014J,15022,27.5,37.476659402887016,1.0,54.0,2,2.0,53.0,52.0
38711,BBB,2014J,15023,35.666666666666664,30.038863715748857,1.0,54.0,3,1.3333333333333333,51.0,48.0
39208,BBB,2014J,15021,100.0,0.0,100.0,100.0,1,-2.0,0.0,74.0
39208,BBB,2014J,15022,87.0,18.384776310850235,74.0,100.0,2,-1.5,-26.0,69.0
39208,BBB,2014J,15023,81.0,16.64331697709324,69.0,100.0,3,-1.3333333333333333,-31.0,74.0
39208,BBB,2014J,15024,79.25,14.032699906527847,69.0,100.0,4,-1.25,-26.0,70.0
